,Unnamed: 0,Item,ICC,PVal,CI95
0,49.0,personality_responsibility-for-self-and-others,0.966,0.0,[0.9  0.99]
1,11.0,cognition_memory-recall,0.952,0.0,[0.86 0.98]
2,8.0,behavior_self-control,0.948,0.0,[0.85 0.98]
3,33.0,learning-and-acquisition-of-knowledge-and-skills_math-arithmetic,0.947,0.0,[0.84 0.98]
4,48.0,personality_perseverance,0.943,0.0,[0.84 0.98]
5,53.0,social-function_social-engagement,0.923,0.0,[0.77 0.97]
6,10.0,cognition_attention-concentration,0.931,0.0,[0.79 0.98]
7,35.0,learning-and-acquisition-of-knowledge-and-skills_writing,0.908,0.0,[0.73 0.97]
8,21.0,daily-routines_screen-time,0.9,0.0,[0.71 0.97]
9,12.0,cognition_planning-and-organization,0.909,0.0,[0.73 0.97]
10,50.0,personality_self-confidence,0.897,0.0,[0.7  0.97]
11,27.0,emotion_stress-management,0.901,0.0,[0.71 0.97]
12,7.0,behavior_risk-taking,0.848,0.0,[0.44 0.95]
13,32.0,learning-and-acquisition-of-knowledge-and-skills_learning-strategies,0.883,0.0,[0.66 0.96]
14,51.0,social-function_social-communication,0.865,0.0,[0.61 0.95]
15,26.0,emotion_irritability,0.878,0.0,[0.64 0.96]
16,13.0,cognition_self-image,0.863,0.0,[0.6  0.95]
17,25.0,emotion_empathy,0.839,0.001,[0.54 0.95]
18,28.0,emotion_worries-anxiety,0.844,0.001,[0.54 0.95]
19,0.0,behavior_activity-level,0.822,0.001,[0.49 0.94]
20,2.0,behavior_assertiveness,0.827,0.001,[0.47 0.94]
21,47.0,personality_integrity-and-honesty,0.816,0.002,[0.47 0.94]
22,24.0,emotion_emotional-regulation-and-reactivity,0.802,0.002,[0.44 0.93]
23,34.0,learning-and-acquisition-of-knowledge-and-skills_reading,0.757,0.002,[0.24 0.92]
24,6.0,behavior_play,0.775,0.002,[0.35 0.92]
25,31.0,learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills,0.793,0.003,[0.4  0.93]
26,3.0,behavior_compliance,0.763,0.006,[0.29 0.92]
27,14.0,cognition_task-completion,0.763,0.006,[0.29 0.92]
28,30.0,learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills,0.763,0.007,[0.27 0.92]
29,29.0,learning-and-acquisition-of-knowledge-and-skills_academic-motivation,0.728,0.012,[0.17 0.91]
30,1.0,behavior_anger-management,0.721,0.013,[0.16 0.91]
31,9.0,cognition_abstract-thinking,0.651,0.022,[0.04 0.88]
32,23.0,emotion_attachment,0.603,0.03,[-0.05  0.86]
33,18.0,communication_speech-quality,0.536,0.064,[-0.22  0.84]
34,5.0,behavior_obsessive-thoughts,0.526,0.097,[-0.5   0.84]
35,45.0,personality_creativity,0.399,0.185,[-0.89  0.8 ]
36,15.0,cognition_thinking-speed,0.367,0.189,[-0.7   0.78]
37,52.0,social-function_social-cooperation,0.365,0.194,[-0.74  0.78]
38,19.0,communication_speech-quantity,0.37,0.199,[-0.85  0.79]
39,46.0,personality_future-outlook,0.302,0.262,[-1.2   0.77]
40,17.0,communication_receptive-language,0.0,0.5,[-1.98  0.66]
41,20.0,daily-routines_morning-routine,0.0,0.5,[-1.98  0.66]
42,22.0,daily-routines_transitions,0.0,0.5,[-1.98  0.66]
43,58.0,toileting,0.0,0.5,[-1.98  0.66]
44,41.0,other-special-issues_sleep,0.0,0.5,[-1.98  0.66]
45,36.0,other-special-issues_bullying,0.0,0.5,[-1.09  0.61]
46,54.0,social-function_tolerance,-0.0,0.5,[-1.71  0.65]
47,16.0,communication_expressive-language,0.0,0.524,[-2.59  0.67]
48,4.0,behavior_habits-routines,,,[nan nan]
49,37.0,other-special-issues_perception-of-reality,,,[nan nan]
50,38.0,other-special-issues_physically-harms-self,,,[nan nan]
51,39.0,other-special-issues_physically-or-emotionally-harms-others,,,[nan nan]
52,40.0,other-special-issues_self-care-hygiene,,,[nan nan]
53,42.0,other-special-issues_substance-use,,,[nan nan]
54,43.0,other-special-issues_tics-and-other-atypical-movements,,,[nan nan]
55,44.0,other-special-issues_trauma-history,,,[nan nan]
56,55.0,somatic-and-sensory-functions_eating,,,[nan nan]
57,56.0,somatic-and-sensory-functions_sensory-reactivity,,,[nan nan]
58,57.0,somatic-and-sensory-functions_sexual-identity-behavior,,,[nan nan]
mean,,,0.6373749999999999,,
