,Unnamed: 0,Item,ICC,PVal,CI95
0,0.0,behavior_activity-level,1.0,0.0,[nan nan]
1,55.0,somatic-and-sensory-functions_eating,1.0,0.0,[1. 1.]
2,10.0,cognition_attention-concentration,0.937,0.0,[0.81 0.98]
3,47.0,personality_integrity-and-honesty,0.931,0.0,[0.79 0.98]
4,26.0,emotion_irritability,0.835,0.0,[0.55 0.95]
5,3.0,behavior_compliance,0.822,0.0,[0.51 0.94]
6,1.0,behavior_anger-management,0.811,0.0,[0.49 0.94]
7,5.0,behavior_obsessive-thoughts,0.783,0.0,[0.43 0.93]
8,6.0,behavior_play,0.724,0.002,[0.31 0.91]
9,50.0,personality_self-confidence,0.722,0.002,[0.31 0.91]
10,43.0,other-special-issues_tics-and-other-atypical-movements,0.647,0.006,[0.17 0.88]
11,24.0,emotion_emotional-regulation-and-reactivity,0.643,0.007,[0.17 0.88]
12,16.0,communication_expressive-language,0.633,0.008,[0.15 0.87]
13,46.0,personality_future-outlook,0.624,0.009,[0.14 0.87]
14,29.0,learning-and-acquisition-of-knowledge-and-skills_academic-motivation,0.619,0.009,[0.13 0.87]
15,28.0,emotion_worries-anxiety,0.6,0.012,[0.1  0.86]
16,8.0,behavior_self-control,0.572,0.016,[0.06 0.85]
17,7.0,behavior_risk-taking,0.564,0.018,[0.04 0.84]
18,2.0,behavior_assertiveness,0.465,0.047,[-0.09  0.8 ]
19,13.0,cognition_self-image,0.462,0.048,[-0.09  0.8 ]
20,27.0,emotion_stress-management,0.425,0.065,[-0.14  0.78]
21,51.0,social-function_social-communication,0.419,0.068,[-0.15  0.78]
22,53.0,social-function_social-engagement,0.321,0.132,[-0.26  0.73]
23,25.0,emotion_empathy,0.283,0.163,[-0.29  0.71]
24,19.0,communication_speech-quantity,0.171,0.279,[-0.4   0.64]
25,12.0,cognition_planning-and-organization,0.114,0.349,[-0.45  0.61]
26,37.0,other-special-issues_perception-of-reality,0.0,0.5,[-0.53  0.53]
27,39.0,other-special-issues_physically-or-emotionally-harms-others,0.0,0.5,[-0.53  0.53]
28,54.0,social-function_tolerance,0.0,0.5,[-0.53  0.53]
29,31.0,learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills,0.0,0.5,[-0.53  0.53]
30,36.0,other-special-issues_bullying,0.0,0.5,[-0.53  0.53]
31,44.0,other-special-issues_trauma-history,0.0,0.5,[-0.53  0.53]
32,30.0,learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills,0.0,0.5,[-0.53  0.53]
33,48.0,personality_perseverance,0.0,0.5,[-0.53  0.53]
34,22.0,daily-routines_transitions,-0.0,0.5,[-0.53  0.53]
35,49.0,personality_responsibility-for-self-and-others,-0.0,0.5,[-0.53  0.53]
36,11.0,cognition_memory-recall,-0.0,0.5,[-0.53  0.53]
37,17.0,communication_receptive-language,-0.0,0.5,[-0.53  0.53]
38,18.0,communication_speech-quality,-0.383,0.912,[-0.76  0.19]
39,52.0,social-function_social-cooperation,-0.504,0.967,[-0.82  0.04]
40,4.0,behavior_habits-routines,,,[nan nan]
41,9.0,cognition_abstract-thinking,,,[nan nan]
42,14.0,cognition_task-completion,,,[nan nan]
43,15.0,cognition_thinking-speed,,,[nan nan]
44,20.0,daily-routines_morning-routine,,,[nan nan]
45,21.0,daily-routines_screen-time,,,[nan nan]
46,23.0,emotion_attachment,,,[nan nan]
47,32.0,learning-and-acquisition-of-knowledge-and-skills_learning-strategies,,,[nan nan]
48,33.0,learning-and-acquisition-of-knowledge-and-skills_math-arithmetic,,,[nan nan]
49,34.0,learning-and-acquisition-of-knowledge-and-skills_reading,,,[nan nan]
50,35.0,learning-and-acquisition-of-knowledge-and-skills_writing,,,[nan nan]
51,38.0,other-special-issues_physically-harms-self,,,[nan nan]
52,40.0,other-special-issues_self-care-hygiene,,,[nan nan]
53,41.0,other-special-issues_sleep,,,[nan nan]
54,42.0,other-special-issues_substance-use,,,[nan nan]
55,45.0,personality_creativity,,,[nan nan]
56,56.0,somatic-and-sensory-functions_sensory-reactivity,,,[nan nan]
57,57.0,somatic-and-sensory-functions_sexual-identity-behavior,,,[nan nan]
58,58.0,toileting,,,[nan nan]
mean,,,0.40317499999999995,,
