,Unnamed: 0,Item,ICC,PVal,CI95
0,55.0,somatic-and-sensory-functions_eating,0.988,0.0,[0.98 0.99]
1,21.0,daily-routines_screen-time,0.969,0.0,[0.94 0.99]
2,57.0,somatic-and-sensory-functions_sexual-identity-behavior,0.906,0.0,[0.81 0.95]
3,35.0,learning-and-acquisition-of-knowledge-and-skills_writing,0.896,0.0,[0.79 0.95]
4,33.0,learning-and-acquisition-of-knowledge-and-skills_math-arithmetic,0.868,0.0,[0.74 0.94]
5,13.0,cognition_self-image,0.838,0.0,[0.69 0.92]
6,12.0,cognition_planning-and-organization,0.813,0.0,[0.64 0.91]
7,14.0,cognition_task-completion,0.786,0.0,[0.6  0.89]
8,53.0,social-function_social-engagement,0.768,0.0,[0.57 0.88]
9,29.0,learning-and-acquisition-of-knowledge-and-skills_academic-motivation,0.761,0.0,[0.56 0.88]
10,10.0,cognition_attention-concentration,0.755,0.0,[0.55 0.88]
11,48.0,personality_perseverance,0.75,0.0,[0.54 0.87]
12,26.0,emotion_irritability,0.732,0.0,[0.51 0.86]
13,4.0,behavior_habits-routines,0.727,0.0,[0.5  0.86]
14,28.0,emotion_worries-anxiety,0.696,0.0,[0.45 0.84]
15,49.0,personality_responsibility-for-self-and-others,0.674,0.0,[0.42 0.83]
16,17.0,communication_receptive-language,0.664,0.0,[0.4  0.82]
17,24.0,emotion_emotional-regulation-and-reactivity,0.629,0.0,[0.35 0.8 ]
18,11.0,cognition_memory-recall,0.614,0.0,[0.33 0.8 ]
19,6.0,behavior_play,0.608,0.0,[0.32 0.79]
20,3.0,behavior_compliance,0.604,0.0,[0.32 0.79]
21,16.0,communication_expressive-language,0.603,0.0,[0.32 0.79]
22,19.0,communication_speech-quantity,0.582,0.0,[0.29 0.78]
23,15.0,cognition_thinking-speed,0.558,0.001,[0.25 0.76]
24,50.0,personality_self-confidence,0.52,0.001,[0.2  0.74]
25,46.0,personality_future-outlook,0.454,0.005,[0.12 0.7 ]
26,8.0,behavior_self-control,0.451,0.005,[0.11 0.7 ]
27,45.0,personality_creativity,0.447,0.006,[0.11 0.69]
28,18.0,communication_speech-quality,0.442,0.006,[0.1  0.69]
29,7.0,behavior_risk-taking,0.43,0.008,[0.09 0.68]
30,52.0,social-function_social-cooperation,0.397,0.014,[0.05 0.66]
31,2.0,behavior_assertiveness,0.366,0.021,[0.01 0.64]
32,27.0,emotion_stress-management,0.365,0.022,[0.01 0.64]
33,34.0,learning-and-acquisition-of-knowledge-and-skills_reading,0.213,0.125,[-0.15  0.53]
34,51.0,social-function_social-communication,0.171,0.178,[-0.2  0.5]
35,25.0,emotion_empathy,0.15,0.211,[-0.22  0.48]
36,32.0,learning-and-acquisition-of-knowledge-and-skills_learning-strategies,0.128,0.246,[-0.24  0.46]
37,9.0,cognition_abstract-thinking,0.054,0.386,[-0.31  0.4 ]
38,23.0,emotion_attachment,0.044,0.407,[-0.32  0.39]
39,30.0,learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills,0.014,0.471,[-0.34  0.37]
40,20.0,daily-routines_morning-routine,0.0,0.5,[-0.36  0.36]
41,5.0,behavior_obsessive-thoughts,0.0,0.5,[-0.36  0.36]
42,0.0,behavior_activity-level,0.0,0.5,[-0.36  0.36]
43,54.0,social-function_tolerance,-0.0,0.5,[-0.36  0.36]
44,42.0,other-special-issues_substance-use,-0.0,0.5,[-0.36  0.36]
45,47.0,personality_integrity-and-honesty,0.0,0.72,[-0.45  0.26]
46,1.0,behavior_anger-management,0.0,0.968,[-0.62  0.02]
47,22.0,daily-routines_transitions,,,[nan nan]
48,31.0,learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills,,,[nan nan]
49,36.0,other-special-issues_bullying,,,[nan nan]
50,37.0,other-special-issues_perception-of-reality,,,[nan nan]
51,38.0,other-special-issues_physically-harms-self,,,[nan nan]
52,39.0,other-special-issues_physically-or-emotionally-harms-others,,,[nan nan]
53,40.0,other-special-issues_self-care-hygiene,,,[nan nan]
54,41.0,other-special-issues_sleep,,,[nan nan]
55,43.0,other-special-issues_tics-and-other-atypical-movements,,,[nan nan]
56,44.0,other-special-issues_trauma-history,,,[nan nan]
57,56.0,somatic-and-sensory-functions_sensory-reactivity,,,[nan nan]
58,58.0,toileting,,,[nan nan]
mean,,,0.47734042553191486,,
