,Unnamed: 0,Item,ICC,PVal,CI95
0,49.0,personality_responsibility-for-self-and-others,0.936,0.0,[0.82 0.98]
1,11.0,cognition_memory-recall,0.914,0.0,[0.76 0.97]
2,8.0,behavior_self-control,0.902,0.0,[0.73 0.97]
3,33.0,learning-and-acquisition-of-knowledge-and-skills_math-arithmetic,0.896,0.0,[0.72 0.96]
4,48.0,personality_perseverance,0.893,0.0,[0.71 0.96]
5,53.0,social-function_social-engagement,0.87,0.0,[0.66 0.95]
6,10.0,cognition_attention-concentration,0.863,0.0,[0.64 0.95]
7,35.0,learning-and-acquisition-of-knowledge-and-skills_writing,0.837,0.0,[0.58 0.94]
8,21.0,daily-routines_screen-time,0.825,0.0,[0.56 0.94]
9,12.0,cognition_planning-and-organization,0.825,0.0,[0.55 0.94]
10,50.0,personality_self-confidence,0.816,0.0,[0.54 0.93]
11,27.0,emotion_stress-management,0.816,0.0,[0.54 0.93]
12,7.0,behavior_risk-taking,0.799,0.0,[0.5  0.93]
13,32.0,learning-and-acquisition-of-knowledge-and-skills_learning-strategies,0.791,0.0,[0.48 0.92]
14,51.0,social-function_social-communication,0.78,0.0,[0.46 0.92]
15,26.0,emotion_irritability,0.773,0.0,[0.45 0.92]
16,13.0,cognition_self-image,0.756,0.0,[0.42 0.91]
17,25.0,emotion_empathy,0.728,0.001,[0.36 0.9 ]
18,28.0,emotion_worries-anxiety,0.724,0.001,[0.35 0.9 ]
19,0.0,behavior_activity-level,0.701,0.001,[0.31 0.89]
20,2.0,behavior_assertiveness,0.692,0.001,[0.3  0.88]
21,47.0,personality_integrity-and-honesty,0.69,0.002,[0.29 0.88]
22,24.0,emotion_emotional-regulation-and-reactivity,0.683,0.002,[0.28 0.88]
23,34.0,learning-and-acquisition-of-knowledge-and-skills_reading,0.681,0.002,[0.28 0.88]
24,6.0,behavior_play,0.673,0.002,[0.26 0.88]
25,31.0,learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills,0.658,0.003,[0.24 0.87]
26,3.0,behavior_compliance,0.606,0.006,[0.16 0.85]
27,14.0,cognition_task-completion,0.605,0.006,[0.15 0.85]
28,30.0,learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills,0.6,0.007,[0.15 0.85]
29,29.0,learning-and-acquisition-of-knowledge-and-skills_academic-motivation,0.558,0.012,[0.08 0.83]
30,1.0,behavior_anger-management,0.552,0.013,[0.08 0.82]
31,9.0,cognition_abstract-thinking,0.51,0.022,[0.02 0.8 ]
32,23.0,emotion_attachment,0.481,0.03,[-0.02  0.79]
33,18.0,communication_speech-quality,0.396,0.064,[-0.13  0.75]
34,5.0,behavior_obsessive-thoughts,0.343,0.097,[-0.19  0.72]
35,45.0,personality_creativity,0.24,0.185,[-0.29  0.66]
36,15.0,cognition_thinking-speed,0.237,0.189,[-0.3   0.66]
37,52.0,social-function_social-cooperation,0.232,0.194,[-0.3   0.65]
38,19.0,communication_speech-quantity,0.227,0.199,[-0.3   0.65]
39,46.0,personality_future-outlook,0.172,0.262,[-0.36  0.62]
40,17.0,communication_receptive-language,0.0,0.5,[-0.5  0.5]
41,20.0,daily-routines_morning-routine,0.0,0.5,[-0.5  0.5]
42,22.0,daily-routines_transitions,0.0,0.5,[-0.5  0.5]
43,58.0,toileting,0.0,0.5,[-0.5  0.5]
44,41.0,other-special-issues_sleep,0.0,0.5,[-0.5  0.5]
45,36.0,other-special-issues_bullying,0.0,0.5,[-0.5  0.5]
46,54.0,social-function_tolerance,-0.0,0.5,[-0.5  0.5]
47,16.0,communication_expressive-language,-0.016,0.524,[-0.51  0.49]
48,4.0,behavior_habits-routines,,,[nan nan]
49,37.0,other-special-issues_perception-of-reality,,,[nan nan]
50,38.0,other-special-issues_physically-harms-self,,,[nan nan]
51,39.0,other-special-issues_physically-or-emotionally-harms-others,,,[nan nan]
52,40.0,other-special-issues_self-care-hygiene,,,[nan nan]
53,42.0,other-special-issues_substance-use,,,[nan nan]
54,43.0,other-special-issues_tics-and-other-atypical-movements,,,[nan nan]
55,44.0,other-special-issues_trauma-history,,,[nan nan]
56,55.0,somatic-and-sensory-functions_eating,,,[nan nan]
57,56.0,somatic-and-sensory-functions_sensory-reactivity,,,[nan nan]
58,57.0,somatic-and-sensory-functions_sexual-identity-behavior,,,[nan nan]
mean,,,0.5475208333333333,,
