,Unnamed: 0,Item,ICC,PVal,CI95
0,36.0,other-special-issues_bullying,1.0,0.0,[nan nan]
1,44.0,other-special-issues_trauma-history,1.0,0.0,[1. 1.]
2,39.0,other-special-issues_physically-or-emotionally-harms-others,1.0,0.0,[1. 1.]
3,55.0,somatic-and-sensory-functions_eating,0.923,0.0,[0.84 0.96]
4,35.0,learning-and-acquisition-of-knowledge-and-skills_writing,0.916,0.0,[0.83 0.96]
5,12.0,cognition_planning-and-organization,0.831,0.0,[0.68 0.92]
6,31.0,learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills,0.831,0.0,[0.68 0.92]
7,1.0,behavior_anger-management,0.796,0.0,[0.62 0.9 ]
8,50.0,personality_self-confidence,0.763,0.0,[0.56 0.88]
9,19.0,communication_speech-quantity,0.761,0.0,[0.56 0.88]
10,24.0,emotion_emotional-regulation-and-reactivity,0.76,0.0,[0.55 0.88]
11,7.0,behavior_risk-taking,0.754,0.0,[0.55 0.88]
12,0.0,behavior_activity-level,0.744,0.0,[0.53 0.87]
13,30.0,learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills,0.694,0.0,[0.45 0.84]
14,15.0,cognition_thinking-speed,0.672,0.0,[0.42 0.83]
15,34.0,learning-and-acquisition-of-knowledge-and-skills_reading,0.67,0.0,[0.41 0.83]
16,33.0,learning-and-acquisition-of-knowledge-and-skills_math-arithmetic,0.641,0.0,[0.37 0.81]
17,25.0,emotion_empathy,0.632,0.0,[0.36 0.81]
18,3.0,behavior_compliance,0.632,0.0,[0.36 0.81]
19,28.0,emotion_worries-anxiety,0.608,0.0,[0.32 0.79]
20,49.0,personality_responsibility-for-self-and-others,0.603,0.0,[0.32 0.79]
21,10.0,cognition_attention-concentration,0.59,0.0,[0.3  0.78]
22,27.0,emotion_stress-management,0.581,0.0,[0.29 0.78]
23,23.0,emotion_attachment,0.522,0.001,[0.2  0.74]
24,26.0,emotion_irritability,0.512,0.002,[0.19 0.73]
25,43.0,other-special-issues_tics-and-other-atypical-movements,0.491,0.003,[0.16 0.72]
26,11.0,cognition_memory-recall,0.491,0.003,[0.16 0.72]
27,14.0,cognition_task-completion,0.489,0.003,[0.16 0.72]
28,13.0,cognition_self-image,0.475,0.003,[0.14 0.71]
29,52.0,social-function_social-cooperation,0.47,0.004,[0.14 0.71]
30,8.0,behavior_self-control,0.446,0.006,[0.11 0.69]
31,2.0,behavior_assertiveness,0.44,0.007,[0.1  0.69]
32,6.0,behavior_play,0.436,0.007,[0.1  0.68]
33,9.0,cognition_abstract-thinking,0.434,0.007,[0.09 0.68]
34,47.0,personality_integrity-and-honesty,0.428,0.008,[0.09 0.68]
35,16.0,communication_expressive-language,0.4,0.013,[0.05 0.66]
36,22.0,daily-routines_transitions,0.396,0.014,[0.05 0.66]
37,48.0,personality_perseverance,0.385,0.016,[0.03 0.65]
38,5.0,behavior_obsessive-thoughts,0.341,0.03,[-0.02  0.62]
39,53.0,social-function_social-engagement,0.335,0.033,[-0.02  0.62]
40,45.0,personality_creativity,0.247,0.09,[-0.12  0.55]
41,17.0,communication_receptive-language,0.203,0.136,[-0.16  0.52]
42,18.0,communication_speech-quality,0.201,0.139,[-0.17  0.52]
43,46.0,personality_future-outlook,0.196,0.145,[-0.17  0.52]
44,51.0,social-function_social-communication,0.194,0.148,[-0.17  0.51]
45,29.0,learning-and-acquisition-of-knowledge-and-skills_academic-motivation,0.189,0.154,[-0.18  0.51]
46,54.0,social-function_tolerance,0.173,0.175,[-0.19  0.5 ]
47,21.0,daily-routines_screen-time,0.145,0.218,[-0.22  0.48]
48,56.0,somatic-and-sensory-functions_sensory-reactivity,0.077,0.34,[-0.29  0.42]
49,37.0,other-special-issues_perception-of-reality,0.0,0.5,[-0.36  0.36]
50,41.0,other-special-issues_sleep,0.0,0.573,[-0.38  0.32]
51,4.0,behavior_habits-routines,0.0,0.657,[-0.42  0.29]
52,32.0,learning-and-acquisition-of-knowledge-and-skills_learning-strategies,0.0,0.79,[-0.48  0.22]
53,20.0,daily-routines_morning-routine,,,[nan nan]
54,38.0,other-special-issues_physically-harms-self,,,[nan nan]
55,40.0,other-special-issues_self-care-hygiene,,,[nan nan]
56,42.0,other-special-issues_substance-use,,,[nan nan]
57,57.0,somatic-and-sensory-functions_sexual-identity-behavior,,,[nan nan]
58,58.0,toileting,,,[nan nan]
mean,,,0.5003396226415094,,
