,Unnamed: 0,Item,ICC,PVal,CI95
0,36.0,other-special-issues_bullying,1.0,0.0,[nan nan]
1,44.0,other-special-issues_trauma-history,1.0,0.0,[1. 1.]
2,39.0,other-special-issues_physically-or-emotionally-harms-others,1.0,0.0,[1. 1.]
3,55.0,somatic-and-sensory-functions_eating,0.955,0.0,[0.9  0.98]
4,35.0,learning-and-acquisition-of-knowledge-and-skills_writing,0.956,0.0,[0.91 0.98]
5,12.0,cognition_planning-and-organization,0.906,0.0,[0.8  0.95]
6,31.0,learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills,0.908,0.0,[0.81 0.96]
7,1.0,behavior_anger-management,0.884,0.0,[0.76 0.94]
8,50.0,personality_self-confidence,0.867,0.0,[0.72 0.94]
9,19.0,communication_speech-quantity,0.852,0.0,[0.68 0.93]
10,24.0,emotion_emotional-regulation-and-reactivity,0.83,0.0,[0.57 0.93]
11,7.0,behavior_risk-taking,0.863,0.0,[0.71 0.93]
12,0.0,behavior_activity-level,0.844,0.0,[0.67 0.93]
13,30.0,learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills,0.818,0.0,[0.62 0.91]
14,15.0,cognition_thinking-speed,0.791,0.0,[0.56 0.9 ]
15,34.0,learning-and-acquisition-of-knowledge-and-skills_reading,0.791,0.0,[0.56 0.9 ]
16,33.0,learning-and-acquisition-of-knowledge-and-skills_math-arithmetic,0.787,0.0,[0.55 0.9 ]
17,25.0,emotion_empathy,0.773,0.0,[0.53 0.89]
18,3.0,behavior_compliance,0.75,0.0,[0.47 0.88]
19,28.0,emotion_worries-anxiety,0.763,0.0,[0.5  0.89]
20,49.0,personality_responsibility-for-self-and-others,0.745,0.0,[0.47 0.88]
21,10.0,cognition_attention-concentration,0.747,0.0,[0.47 0.88]
22,27.0,emotion_stress-management,0.736,0.0,[0.45 0.87]
23,23.0,emotion_attachment,0.687,0.001,[0.35 0.85]
24,26.0,emotion_irritability,0.654,0.002,[0.29 0.83]
25,43.0,other-special-issues_tics-and-other-atypical-movements,0.651,0.003,[0.28 0.83]
26,11.0,cognition_memory-recall,0.657,0.003,[0.29 0.84]
27,14.0,cognition_task-completion,0.664,0.003,[0.29 0.84]
28,13.0,cognition_self-image,0.639,0.003,[0.25 0.83]
29,52.0,social-function_social-cooperation,0.646,0.004,[0.25 0.83]
30,8.0,behavior_self-control,0.593,0.006,[0.18 0.8 ]
31,2.0,behavior_assertiveness,0.615,0.007,[0.19 0.82]
32,6.0,behavior_play,0.606,0.007,[0.18 0.81]
33,9.0,cognition_abstract-thinking,0.603,0.007,[0.18 0.81]
34,47.0,personality_integrity-and-honesty,0.607,0.008,[0.16 0.81]
35,16.0,communication_expressive-language,0.571,0.013,[0.11 0.79]
36,22.0,daily-routines_transitions,0.573,0.014,[0.1 0.8]
37,48.0,personality_perseverance,0.545,0.016,[0.07 0.78]
38,5.0,behavior_obsessive-thoughts,0.488,0.03,[-0.03  0.75]
39,53.0,social-function_social-engagement,0.456,0.033,[-0.06  0.73]
40,45.0,personality_creativity,0.387,0.09,[-0.25  0.7 ]
41,17.0,communication_receptive-language,0.346,0.136,[-0.41  0.69]
42,18.0,communication_speech-quality,0.339,0.139,[-0.41  0.69]
43,46.0,personality_future-outlook,0.336,0.145,[-0.43  0.69]
44,51.0,social-function_social-communication,0.266,0.148,[-0.3   0.62]
45,29.0,learning-and-acquisition-of-knowledge-and-skills_academic-motivation,0.325,0.154,[-0.45  0.68]
46,54.0,social-function_tolerance,0.302,0.175,[-0.5   0.67]
47,21.0,daily-routines_screen-time,0.249,0.218,[-0.54  0.64]
48,56.0,somatic-and-sensory-functions_sensory-reactivity,0.124,0.34,[-0.6   0.55]
49,37.0,other-special-issues_perception-of-reality,0.0,0.5,[-1.02  0.52]
50,41.0,other-special-issues_sleep,0.0,0.573,[-1.35  0.5 ]
51,4.0,behavior_habits-routines,0.0,0.657,[-1.57  0.45]
52,32.0,learning-and-acquisition-of-knowledge-and-skills_learning-strategies,0.0,0.79,[-1.96  0.36]
53,20.0,daily-routines_morning-routine,,,[nan nan]
54,38.0,other-special-issues_physically-harms-self,,,[nan nan]
55,40.0,other-special-issues_self-care-hygiene,,,[nan nan]
56,42.0,other-special-issues_substance-use,,,[nan nan]
57,57.0,somatic-and-sensory-functions_sexual-identity-behavior,,,[nan nan]
58,58.0,toileting,,,[nan nan]
mean,,,0.6131132075471698,,
