,Unnamed: 0,Item,ICC,PVal,CI95
0,37.0,other-special-issues_perception-of-reality,0.897,0.0,[0.78 0.96]
1,12.0,cognition_planning-and-organization,0.846,0.0,[0.68 0.93]
2,2.0,behavior_assertiveness,0.829,0.0,[0.64 0.93]
3,35.0,learning-and-acquisition-of-knowledge-and-skills_writing,0.813,0.0,[0.61 0.92]
4,28.0,emotion_worries-anxiety,0.814,0.0,[0.61 0.92]
5,8.0,behavior_self-control,0.782,0.0,[0.54 0.91]
6,36.0,other-special-issues_bullying,0.75,0.0,[0.48 0.89]
7,44.0,other-special-issues_trauma-history,0.729,0.0,[0.44 0.88]
8,27.0,emotion_stress-management,0.724,0.0,[0.43 0.88]
9,19.0,communication_speech-quantity,0.709,0.001,[0.39 0.88]
10,16.0,communication_expressive-language,0.678,0.001,[0.34 0.86]
11,26.0,emotion_irritability,0.68,0.002,[0.32 0.86]
12,5.0,behavior_obsessive-thoughts,0.678,0.002,[0.32 0.86]
13,24.0,emotion_emotional-regulation-and-reactivity,0.663,0.002,[0.3  0.85]
14,1.0,behavior_anger-management,0.675,0.002,[0.31 0.86]
15,10.0,cognition_attention-concentration,0.631,0.003,[0.25 0.84]
16,21.0,daily-routines_screen-time,0.642,0.004,[0.25 0.85]
17,9.0,cognition_abstract-thinking,0.611,0.004,[0.22 0.83]
18,3.0,behavior_compliance,0.581,0.004,[0.17 0.81]
19,15.0,cognition_thinking-speed,0.609,0.008,[0.17 0.83]
20,41.0,other-special-issues_sleep,0.587,0.009,[0.15 0.82]
21,25.0,emotion_empathy,0.524,0.027,[-0.01  0.8 ]
22,7.0,behavior_risk-taking,0.457,0.028,[-0.03  0.75]
23,11.0,cognition_memory-recall,0.494,0.035,[-0.05  0.78]
24,4.0,behavior_habits-routines,0.485,0.041,[-0.08  0.78]
25,48.0,personality_perseverance,0.455,0.051,[-0.12  0.76]
26,13.0,cognition_self-image,0.447,0.056,[-0.14  0.76]
27,14.0,cognition_task-completion,0.442,0.061,[-0.16  0.76]
28,52.0,social-function_social-cooperation,0.44,0.061,[-0.16  0.76]
29,45.0,personality_creativity,0.374,0.092,[-0.23  0.72]
30,23.0,emotion_attachment,0.378,0.108,[-0.32  0.74]
31,22.0,daily-routines_transitions,0.368,0.113,[-0.33  0.73]
32,50.0,personality_self-confidence,0.356,0.123,[-0.35  0.73]
33,49.0,personality_responsibility-for-self-and-others,0.329,0.124,[-0.3  0.7]
34,32.0,learning-and-acquisition-of-knowledge-and-skills_learning-strategies,0.331,0.131,[-0.34  0.71]
35,53.0,social-function_social-engagement,0.263,0.172,[-0.36  0.66]
36,33.0,learning-and-acquisition-of-knowledge-and-skills_math-arithmetic,0.267,0.188,[-0.44  0.68]
37,34.0,learning-and-acquisition-of-knowledge-and-skills_reading,0.227,0.195,[-0.36  0.63]
38,46.0,personality_future-outlook,0.268,0.21,[-0.6   0.69]
39,51.0,social-function_social-communication,0.131,0.34,[-0.74  0.62]
40,18.0,communication_speech-quality,0.118,0.349,[-0.7   0.61]
41,17.0,communication_receptive-language,0.071,0.408,[-0.91  0.6 ]
42,57.0,somatic-and-sensory-functions_sexual-identity-behavior,0.057,0.422,[-0.93  0.59]
43,40.0,other-special-issues_self-care-hygiene,0.0,0.482,[-0.99  0.56]
44,56.0,somatic-and-sensory-functions_sensory-reactivity,-0.0,0.482,[-0.84  0.54]
45,58.0,toileting,0.0,0.482,[-1.11  0.57]
46,39.0,other-special-issues_physically-or-emotionally-harms-others,0.0,0.482,[-1.11  0.57]
47,38.0,other-special-issues_physically-harms-self,0.0,0.482,[-1.11  0.57]
48,43.0,other-special-issues_tics-and-other-atypical-movements,0.0,0.482,[-0.99  0.56]
49,20.0,daily-routines_morning-routine,-0.0,0.483,[-1.08  0.57]
50,47.0,personality_integrity-and-honesty,-0.071,0.549,[-1.29  0.55]
51,55.0,somatic-and-sensory-functions_eating,-0.1,0.574,[-1.38  0.54]
52,0.0,behavior_activity-level,-0.372,0.756,[-2.09  0.43]
53,29.0,learning-and-acquisition-of-knowledge-and-skills_academic-motivation,-0.261,0.781,[-1.02  0.35]
54,6.0,behavior_play,-0.498,0.843,[-1.97  0.34]
55,54.0,social-function_tolerance,-1.114,0.988,[-3.02  0.05]
56,31.0,learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills,-2.947,0.998,[-9.22 -0.54]
57,30.0,learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills,-23.135,1.0,[123.91  -4.26]
58,42.0,other-special-issues_substance-use,,,[nan nan]
mean,,,0.3829310344827586,,
